peptide_id	target_name	target_role	target_uniprot	iptm_best	iptm_mean	iptm_std	ptm_best	iface_pae_best	n_samples	sec	is_shuffled	shuffle_k	err
244_930_589	TNFRSF1B	receptor	P20333	0.296	0.257	0.027	0.595	23.73	5	1.8	0	-1	
244_930_589	IL6R	receptor	P08887	0.698	0.684	0.015	0.744	16.02	5	3.0	0	-1	
244_930_589	CXCR4	receptor	P61073	0.369	0.323	0.05	0.743	21.75	5	3.1	0	-1	
244_930_589	IL7R	receptor	P16871	0.269	0.247	0.021	0.795	22.02	5	1.7	0	-1	
244_930_589	INSR	decoy	P06213	0.327	0.195	0.068	0.544	29.49	5	10.4	0	-1	
244_930_589	EPOR	decoy	P19235	0.18	0.155	0.017	0.823	25.52	5	1.7	0	-1	
244_930_589	GHR	decoy	P10912	0.158	0.144	0.01	0.701	26.02	5	2.0	0	-1	
244_930_589	LGR4	decoy	Q9BXB1	0.461	0.453	0.006	0.784	21.86	5	5.5	0	-1	
244_930_589	GCGR	decoy	P47871	0.31	0.276	0.055	0.607	18.22	5	1.6	0	-1	
244_930_589	PTHR1	decoy	Q03431	0.142	0.126	0.022	0.452	25.17	5	1.4	0	-1	
244_930_589	ADRB2	decoy	P07550	0.131	0.107	0.023	0.693	29.24	5	4.0	0	-1	
244_930_589	DRD2	decoy	P14416	0.387	0.324	0.085	0.601	24.27	5	4.7	0	-1	
244_930_589	ITGAV	decoy	P06756	0.573	0.545	0.016	0.667	24.74	5	16.2	0	-1	
244_930_589	ITGB3	decoy	P05106	0.337	0.313	0.017	0.68	26.29	5	8.7	0	-1	
283_085_682	IL23R	receptor	Q5VWK5	0.249	0.24	0.007	0.666	25.91	5	3.7	0	-1	
283_085_682	EGFR	receptor	P00533	0.199	0.171	0.023	0.554	27.48	5	8.0	0	-1	
283_085_682	FPR1	receptor	P21462	0.192	0.178	0.011	0.699	26.09	5	3.8	0	-1	
283_085_682	FPR2	receptor	P25090	0.234	0.213	0.024	0.722	24.98	5	3.7	0	-1	
283_085_682	TLR2	receptor	O60603	0.261	0.235	0.02	0.826	25.57	5	7.6	0	-1	
283_085_682	IL10RA	receptor	Q13651	0.152	0.121	0.019	0.711	26.67	5	2.1	0	-1	
283_085_682	GLP1R	receptor	P43220	0.127	0.113	0.011	0.481	25.13	5	1.4	0	-1	
283_085_682	GPR35	receptor	Q9HC97	0.086	0.078	0.007	0.681	29.5	5	3.0	0	-1	
283_085_682	ITGA4	receptor	P13612	0.561	0.557	0.004	0.613	24.09	5	16.8	0	-1	
283_085_682	ITGB7	receptor	P26010	0.263	0.216	0.032	0.598	29.19	5	11.5	0	-1	
283_085_682	CCR6	receptor	P51684	0.183	0.167	0.015	0.643	27.43	5	4.2	0	-1	
283_085_682	TNFRSF1B	receptor	P20333	0.341	0.325	0.011	0.558	24.75	5	2.4	0	-1	
283_085_682	IL6R	receptor	P08887	0.203	0.174	0.035	0.648	26.9	5	3.8	0	-1	
283_085_682	CXCR4	receptor	P61073	0.296	0.277	0.026	0.678	25.86	5	3.8	0	-1	
283_085_682	IL7R	receptor	P16871	0.257	0.222	0.029	0.709	26.81	5	2.2	0	-1	
283_085_682	INSR	decoy	P06213	0.183	0.165	0.019	0.509	30.46	5	11.3	0	-1	
283_085_682	EPOR	decoy	P19235	0.578	0.565	0.011	0.734	24.04	5	2.4	0	-1	
283_085_682	GHR	decoy	P10912	0.217	0.154	0.048	0.603	27.18	5	2.5	0	-1	
283_085_682	LGR4	decoy	Q9BXB1	0.253	0.242	0.01	0.731	25.66	5	6.8	0	-1	
283_085_682	GCGR	decoy	P47871	0.101	0.097	0.003	0.453	25.66	5	1.4	0	-1	
283_085_682	PTHR1	decoy	Q03431	0.114	0.11	0.003	0.396	27.06	5	1.7	0	-1	
283_085_682	ADRB2	decoy	P07550	0.106	0.092	0.012	0.634	29.82	5	4.4	0	-1	
283_085_682	DRD2	decoy	P14416	0.148	0.137	0.01	0.546	29.12	5	4.9	0	-1	
283_085_682	ITGAV	decoy	P06756	0.392	0.362	0.037	0.645	27.37	5	18.4	0	-1	
283_085_682	ITGB3	decoy	P05106	0.164	0.147	0.012	0.624	29.36	5	10.8	0	-1	
284_070_534	IL23R	receptor	Q5VWK5	0.352	0.343	0.007	0.706	22.96	5	3.1	0	-1	
284_070_534	EGFR	receptor	P00533	0.233	0.222	0.012	0.576	26.97	5	8.0	0	-1	
284_070_534	FPR1	receptor	P21462	0.328	0.313	0.01	0.742	22.26	5	3.2	0	-1	
284_070_534	FPR2	receptor	P25090	0.374	0.366	0.009	0.776	21.27	5	3.1	0	-1	
284_070_534	TLR2	receptor	O60603	0.247	0.23	0.016	0.845	25.63	5	7.1	0	-1	
284_070_534	IL10RA	receptor	Q13651	0.103	0.083	0.012	0.774	27.46	5	1.8	0	-1	
284_070_534	GLP1R	receptor	P43220	0.156	0.142	0.014	0.54	22.95	5	1.3	0	-1	
284_070_534	GPR35	receptor	Q9HC97	0.24	0.214	0.027	0.747	24.85	5	2.8	0	-1	
284_070_534	ITGA4	receptor	P13612	0.355	0.331	0.016	0.617	27.32	5	14.9	0	-1	
284_070_534	ITGB7	receptor	P26010	0.238	0.202	0.041	0.61	28.4	5	10.0	0	-1	
284_070_534	CCR6	receptor	P51684	0.193	0.182	0.01	0.687	27.02	5	3.7	0	-1	
284_070_534	TNFRSF1B	receptor	P20333	0.215	0.205	0.006	0.574	24.9	5	2.0	0	-1	
284_070_534	IL6R	receptor	P08887	0.159	0.141	0.017	0.683	27.49	5	3.2	0	-1	
284_070_534	CXCR4	receptor	P61073	0.414	0.401	0.012	0.73	20.81	5	3.5	0	-1	
284_070_534	IL7R	receptor	P16871	0.262	0.254	0.006	0.776	22.03	5	1.8	0	-1	
284_070_534	INSR	decoy	P06213	0.253	0.227	0.021	0.54	29.71	5	10.1	0	-1	
284_070_534	EPOR	decoy	P19235	0.121	0.108	0.009	0.781	26.67	5	2.0	0	-1	
284_070_534	GHR	decoy	P10912	0.363	0.352	0.011	0.704	22.45	5	2.3	0	-1	
284_070_534	LGR4	decoy	Q9BXB1	0.3	0.269	0.02	0.76	24.33	5	5.9	0	-1	
284_070_534	GCGR	decoy	P47871	0.175	0.15	0.015	0.519	21.74	5	1.3	0	-1	
284_070_534	PTHR1	decoy	Q03431	0.215	0.208	0.004	0.442	24.06	5	1.5	0	-1	
284_070_534	ADRB2	decoy	P07550	0.139	0.116	0.024	0.665	28.95	5	4.1	0	-1	
284_070_534	DRD2	decoy	P14416	0.257	0.223	0.026	0.574	26.52	5	4.5	0	-1	
284_070_534	ITGAV	decoy	P06756	0.464	0.399	0.055	0.659	25.43	5	17.4	0	-1	
284_070_534	ITGB3	decoy	P05106	0.192	0.166	0.016	0.618	28.74	5	9.8	0	-1	
277_416_229	IL23R	receptor	Q5VWK5	0.329	0.321	0.008	0.684	23.57	5	3.3	0	-1	
277_416_229	EGFR	receptor	P00533	0.265	0.186	0.044	0.552	26.55	5	7.8	0	-1	
277_416_229	FPR1	receptor	P21462	0.133	0.105	0.017	0.66	27.95	5	3.7	0	-1	
277_416_229	FPR2	receptor	P25090	0.137	0.113	0.015	0.7	28.39	5	3.6	0	-1	
277_416_229	TLR2	receptor	O60603	0.379	0.324	0.055	0.84	22.8	5	7.3	0	-1	
277_416_229	IL10RA	receptor	Q13651	0.301	0.295	0.005	0.76	21.33	5	2.0	0	-1	
277_416_229	GLP1R	receptor	P43220	0.139	0.132	0.006	0.501	23.42	5	1.4	0	-1	
277_416_229	GPR35	receptor	Q9HC97	0.238	0.204	0.058	0.71	25.03	5	2.9	0	-1	
277_416_229	ITGA4	receptor	P13612	0.621	0.607	0.01	0.628	22.68	5	16.7	0	-1	
277_416_229	ITGB7	receptor	P26010	0.488	0.411	0.132	0.607	24.75	5	10.5	0	-1	
277_416_229	CCR6	receptor	P51684	0.367	0.301	0.034	0.652	23.35	5	4.0	0	-1	
277_416_229	TNFRSF1B	receptor	P20333	0.187	0.16	0.015	0.522	25.99	5	2.2	0	-1	
277_416_229	IL6R	receptor	P08887	0.205	0.181	0.019	0.653	27.19	5	3.6	0	-1	
277_416_229	CXCR4	receptor	P61073	0.24	0.172	0.059	0.659	25.77	5	3.7	0	-1	
277_416_229	IL7R	receptor	P16871	0.146	0.118	0.028	0.706	25.19	5	2.0	0	-1	
277_416_229	INSR	decoy	P06213	0.543	0.365	0.191	0.517	26.47	5	11.0	0	-1	
277_416_229	EPOR	decoy	P19235	0.153	0.126	0.033	0.719	25.93	5	2.1	0	-1	
277_416_229	GHR	decoy	P10912	0.183	0.125	0.037	0.633	26.44	5	2.4	0	-1	
277_416_229	LGR4	decoy	Q9BXB1	0.449	0.428	0.018	0.74	24.66	5	6.4	0	-1	
277_416_229	GCGR	decoy	P47871	0.105	0.099	0.004	0.481	23.91	5	1.4	0	-1	
277_416_229	PTHR1	decoy	Q03431	0.111	0.078	0.03	0.412	26.93	5	1.6	0	-1	
277_416_229	ADRB2	decoy	P07550	0.204	0.135	0.057	0.631	26.82	5	4.2	0	-1	
277_416_229	DRD2	decoy	P14416	0.105	0.097	0.008	0.534	29.72	5	4.7	0	-1	
277_416_229	ITGAV	decoy	P06756	0.569	0.468	0.179	0.613	26.85	5	17.7	0	-1	
277_416_229	ITGB3	decoy	P05106	0.345	0.3	0.042	0.624	26.55	5	10.5	0	-1	
286_571_331	IL23R	receptor	Q5VWK5	0.177	0.146	0.025	0.648	28.06	5	3.6	0	-1	
286_571_331	EGFR	receptor	P00533	0.229	0.204	0.012	0.541	28.66	5	8.0	0	-1	
286_571_331	FPR1	receptor	P21462	0.12	0.106	0.012	0.662	29.06	5	3.8	0	-1	
286_571_331	FPR2	receptor	P25090	0.238	0.209	0.036	0.713	25.66	5	3.7	0	-1	
286_571_331	TLR2	receptor	O60603	0.181	0.172	0.005	0.81	27.64	5	7.6	0	-1	
286_571_331	IL10RA	receptor	Q13651	0.145	0.126	0.014	0.707	26.12	5	2.1	0	-1	
286_571_331	GLP1R	receptor	P43220	0.124	0.113	0.01	0.512	25.0	5	1.4	0	-1	
286_571_331	GPR35	receptor	Q9HC97	0.138	0.125	0.016	0.691	27.91	5	3.0	0	-1	
286_571_331	ITGA4	receptor	P13612	0.224	0.213	0.007	0.594	29.29	5	16.8	0	-1	
286_571_331	ITGB7	receptor	P26010	0.471	0.453	0.012	0.623	24.99	5	11.4	0	-1	
286_571_331	CCR6	receptor	P51684	0.214	0.184	0.039	0.643	26.38	5	4.2	0	-1	
286_571_331	TNFRSF1B	receptor	P20333	0.164	0.127	0.019	0.528	26.88	5	2.4	0	-1	
286_571_331	IL6R	receptor	P08887	0.279	0.265	0.017	0.663	25.34	5	3.8	0	-1	
286_571_331	CXCR4	receptor	P61073	0.257	0.245	0.008	0.674	25.28	5	3.8	0	-1	
286_571_331	IL7R	receptor	P16871	0.113	0.104	0.005	0.678	27.56	5	2.4	0	-1	
286_571_331	INSR	decoy	P06213	0.153	0.137	0.01	0.52	30.09	5	11.3	0	-1	
286_571_331	EPOR	decoy	P19235	0.16	0.145	0.01	0.71	25.47	5	2.4	0	-1	
286_571_331	GHR	decoy	P10912	0.094	0.08	0.008	0.607	28.79	5	2.5	0	-1	
286_571_331	LGR4	decoy	Q9BXB1	0.258	0.229	0.025	0.729	25.58	5	6.8	0	-1	
286_571_331	GCGR	decoy	P47871	0.123	0.118	0.004	0.494	24.31	5	1.4	0	-1	
286_571_331	PTHR1	decoy	Q03431	0.134	0.129	0.004	0.413	26.7	5	1.7	0	-1	
286_571_331	ADRB2	decoy	P07550	0.172	0.134	0.035	0.631	27.85	5	4.4	0	-1	
286_571_331	DRD2	decoy	P14416	0.106	0.091	0.01	0.524	30.18	5	4.9	0	-1	
286_571_331	ITGAV	decoy	P06756	0.211	0.204	0.005	0.63	29.4	5	18.4	0	-1	
286_571_331	ITGB3	decoy	P05106	0.153	0.137	0.01	0.602	29.78	5	10.6	0	-1	
277_357_125	IL23R	receptor	Q5VWK5	0.25	0.227	0.021	0.673	25.58	5	3.4	0	-1	
277_357_125	EGFR	receptor	P00533	0.199	0.183	0.014	0.546	27.72	5	8.6	0	-1	
277_357_125	FPR1	receptor	P21462	0.251	0.232	0.017	0.716	24.85	5	3.6	0	-1	
277_357_125	FPR2	receptor	P25090	0.305	0.278	0.019	0.746	23.3	5	3.7	0	-1	
277_357_125	TLR2	receptor	O60603	0.65	0.645	0.003	0.872	16.24	5	7.2	0	-1	
277_357_125	IL10RA	receptor	Q13651	0.598	0.587	0.007	0.759	23.95	5	2.0	0	-1	
277_357_125	GLP1R	receptor	P43220	0.311	0.285	0.021	0.631	18.88	5	1.4	0	-1	
277_357_125	GPR35	receptor	Q9HC97	0.128	0.109	0.015	0.696	29.53	5	3.2	0	-1	
277_357_125	ITGA4	receptor	P13612	0.224	0.211	0.011	0.604	29.18	5	17.5	0	-1	
277_357_125	ITGB7	receptor	P26010	0.225	0.203	0.015	0.595	28.76	5	10.1	0	-1	
277_357_125	CCR6	receptor	P51684	0.181	0.171	0.006	0.629	26.81	5	3.9	0	-1	
277_357_125	TNFRSF1B	receptor	P20333	0.19	0.173	0.01	0.535	25.53	5	2.3	0	-1	
277_357_125	IL6R	receptor	P08887	0.303	0.293	0.009	0.675	24.46	5	3.4	0	-1	
277_357_125	CXCR4	receptor	P61073	0.29	0.28	0.012	0.71	23.94	5	3.6	0	-1	
277_357_125	IL7R	receptor	P16871	0.145	0.133	0.007	0.704	25.4	5	2.1	0	-1	
277_357_125	INSR	decoy	P06213	0.217	0.161	0.051	0.527	29.94	5	11.6	0	-1	
277_357_125	EPOR	decoy	P19235	0.262	0.234	0.021	0.744	26.0	5	2.0	0	-1	
277_357_125	GHR	decoy	P10912	0.145	0.135	0.009	0.63	28.22	5	2.3	0	-1	
277_357_125	LGR4	decoy	Q9BXB1	0.237	0.224	0.008	0.728	26.16	5	6.2	0	-1	
277_357_125	GCGR	decoy	P47871	0.125	0.111	0.008	0.549	23.36	5	1.4	0	-1	
277_357_125	PTHR1	decoy	Q03431	0.169	0.147	0.011	0.443	24.72	5	1.6	0	-1	
277_357_125	ADRB2	decoy	P07550	0.12	0.11	0.005	0.642	29.44	5	4.7	0	-1	
277_357_125	DRD2	decoy	P14416	0.284	0.272	0.008	0.565	25.63	5	4.9	0	-1	
277_357_125	ITGAV	decoy	P06756	0.197	0.182	0.012	0.634	29.56	5	15.7	0	-1	
277_357_125	ITGB3	decoy	P05106	0.155	0.149	0.004	0.601	29.55	5	9.9	0	-1	
098_823_073	IL23R	receptor	Q5VWK5	0.135	0.127	0.007	0.668	27.73	5	3.2	0	-1	
098_823_073	EGFR	receptor	P00533	0.175	0.169	0.004	0.541	28.22	5	8.5	0	-1	
098_823_073	FPR1	receptor	P21462	0.227	0.205	0.022	0.699	24.62	5	3.5	0	-1	
098_823_073	FPR2	receptor	P25090	0.269	0.242	0.026	0.738	23.78	5	3.6	0	-1	
098_823_073	TLR2	receptor	O60603	0.234	0.227	0.005	0.831	26.28	5	7.1	0	-1	
098_823_073	IL10RA	receptor	Q13651	0.077	0.071	0.007	0.738	28.33	5	1.9	0	-1	
098_823_073	GLP1R	receptor	P43220	0.122	0.109	0.007	0.505	24.53	5	1.4	0	-1	
098_823_073	GPR35	receptor	Q9HC97	0.076	0.067	0.005	0.693	29.47	5	2.9	0	-1	
098_823_073	ITGA4	receptor	P13612	0.277	0.266	0.009	0.603	28.5	5	17.4	0	-1	
098_823_073	ITGB7	receptor	P26010	0.168	0.147	0.013	0.584	29.56	5	10.0	0	-1	
098_823_073	CCR6	receptor	P51684	0.1	0.096	0.004	0.612	28.52	5	3.8	0	-1	
098_823_073	TNFRSF1B	receptor	P20333	0.194	0.145	0.025	0.549	26.74	5	2.1	0	-1	
098_823_073	IL6R	receptor	P08887	0.102	0.084	0.013	0.648	29.47	5	3.3	0	-1	
098_823_073	CXCR4	receptor	P61073	0.198	0.179	0.012	0.671	26.01	5	3.5	0	-1	
098_823_073	IL7R	receptor	P16871	0.142	0.138	0.004	0.724	25.57	5	2.0	0	-1	
098_823_073	INSR	decoy	P06213	0.226	0.186	0.047	0.524	30.19	5	11.5	0	-1	
098_823_073	EPOR	decoy	P19235	0.216	0.172	0.039	0.751	26.21	5	2.0	0	-1	
098_823_073	GHR	decoy	P10912	0.068	0.066	0.002	0.629	29.59	5	2.3	0	-1	
098_823_073	LGR4	decoy	Q9BXB1	0.259	0.236	0.027	0.742	25.57	5	6.1	0	-1	
098_823_073	GCGR	decoy	P47871	0.117	0.103	0.011	0.471	24.21	5	1.4	0	-1	
098_823_073	PTHR1	decoy	Q03431	0.159	0.144	0.021	0.408	25.32	5	1.6	0	-1	
098_823_073	ADRB2	decoy	P07550	0.133	0.111	0.023	0.639	28.28	5	4.4	0	-1	
098_823_073	DRD2	decoy	P14416	0.113	0.096	0.016	0.54	29.29	5	4.8	0	-1	
098_823_073	ITGAV	decoy	P06756	0.272	0.238	0.037	0.635	28.29	5	15.6	0	-1	
098_823_073	ITGB3	decoy	P05106	0.147	0.13	0.019	0.608	29.87	5	9.9	0	-1	
284_925_805	IL23R	receptor	Q5VWK5	0.359	0.35	0.007	0.689	23.76	5	3.5	0	-1	
284_925_805	EGFR	receptor	P00533	0.219	0.188	0.032	0.571	27.37	5	8.3	0	-1	
284_925_805	FPR1	receptor	P21462	0.235	0.223	0.012	0.72	25.06	5	3.7	0	-1	
284_925_805	FPR2	receptor	P25090	0.252	0.244	0.01	0.739	25.22	5	3.6	0	-1	
284_925_805	TLR2	receptor	O60603	0.559	0.52	0.042	0.85	23.59	5	7.4	0	-1	
284_925_805	IL10RA	receptor	Q13651	0.17	0.137	0.029	0.736	26.04	5	2.1	0	-1	
284_925_805	GLP1R	receptor	P43220	0.124	0.117	0.006	0.515	24.38	5	1.4	0	-1	
284_925_805	GPR35	receptor	Q9HC97	0.081	0.069	0.006	0.695	29.39	5	3.0	0	-1	
284_925_805	ITGA4	receptor	P13612	0.274	0.256	0.016	0.61	28.37	5	16.6	0	-1	
284_925_805	ITGB7	receptor	P26010	0.238	0.207	0.022	0.594	28.46	5	10.6	0	-1	
284_925_805	CCR6	receptor	P51684	0.108	0.093	0.012	0.643	29.38	5	4.0	0	-1	
284_925_805	TNFRSF1B	receptor	P20333	0.356	0.343	0.007	0.555	26.09	5	2.3	0	-1	
284_925_805	IL6R	receptor	P08887	0.228	0.197	0.024	0.67	26.45	5	3.6	0	-1	
284_925_805	CXCR4	receptor	P61073	0.193	0.184	0.006	0.687	27.9	5	3.7	0	-1	
284_925_805	IL7R	receptor	P16871	0.397	0.327	0.12	0.719	24.25	5	2.0	0	-1	
284_925_805	INSR	decoy	P06213	0.402	0.386	0.017	0.523	28.23	5	11.3	0	-1	
284_925_805	EPOR	decoy	P19235	0.32	0.306	0.01	0.752	24.9	5	2.2	0	-1	
284_925_805	GHR	decoy	P10912	0.172	0.16	0.008	0.657	26.3	5	2.4	0	-1	
284_925_805	LGR4	decoy	Q9BXB1	0.255	0.211	0.023	0.74	25.57	5	6.4	0	-1	
284_925_805	GCGR	decoy	P47871	0.116	0.109	0.006	0.501	24.77	5	1.4	0	-1	
284_925_805	PTHR1	decoy	Q03431	0.298	0.278	0.019	0.494	23.59	5	1.7	0	-1	
284_925_805	ADRB2	decoy	P07550	0.09	0.077	0.008	0.642	30.22	5	4.4	0	-1	
284_925_805	DRD2	decoy	P14416	0.189	0.167	0.026	0.567	28.59	5	4.8	0	-1	
284_925_805	ITGAV	decoy	P06756	0.289	0.258	0.022	0.64	28.04	5	17.9	0	-1	
284_925_805	ITGB3	decoy	P05106	0.179	0.158	0.012	0.638	29.16	5	10.3	0	-1	
272_121_528	IL23R	receptor	Q5VWK5	0.157	0.139	0.01	0.653	27.32	5	3.6	0	-1	
272_121_528	EGFR	receptor	P00533	0.229	0.187	0.031	0.584	27.05	5	8.4	0	-1	
272_121_528	FPR1	receptor	P21462	0.339	0.325	0.012	0.718	23.17	5	3.7	0	-1	
272_121_528	FPR2	receptor	P25090	0.257	0.246	0.007	0.742	24.34	5	3.8	0	-1	
272_121_528	TLR2	receptor	O60603	0.248	0.234	0.009	0.824	25.83	5	7.5	0	-1	
272_121_528	IL10RA	receptor	Q13651	0.129	0.114	0.012	0.715	27.15	5	2.1	0	-1	
272_121_528	GLP1R	receptor	P43220	0.137	0.121	0.012	0.495	24.85	5	1.4	0	-1	
272_121_528	GPR35	receptor	Q9HC97	0.112	0.096	0.017	0.703	28.39	5	3.0	0	-1	
272_121_528	ITGA4	receptor	P13612	0.257	0.245	0.009	0.603	28.77	5	16.6	0	-1	
272_121_528	ITGB7	receptor	P26010	0.196	0.186	0.005	0.587	28.94	5	10.6	0	-1	
272_121_528	CCR6	receptor	P51684	0.145	0.112	0.018	0.668	28.4	5	4.1	0	-1	
272_121_528	TNFRSF1B	receptor	P20333	0.187	0.161	0.019	0.541	26.18	5	2.2	0	-1	
272_121_528	IL6R	receptor	P08887	0.108	0.101	0.005	0.638	29.34	5	3.7	0	-1	
272_121_528	CXCR4	receptor	P61073	0.128	0.109	0.009	0.674	28.61	5	3.8	0	-1	
272_121_528	IL7R	receptor	P16871	0.139	0.133	0.004	0.692	26.47	5	2.0	0	-1	
272_121_528	INSR	decoy	P06213	0.461	0.425	0.062	0.529	28.07	5	10.4	0	-1	
272_121_528	EPOR	decoy	P19235	0.41	0.395	0.019	0.728	24.65	5	2.3	0	-1	
272_121_528	GHR	decoy	P10912	0.117	0.1	0.011	0.625	27.72	5	2.4	0	-1	
272_121_528	LGR4	decoy	Q9BXB1	0.279	0.252	0.02	0.741	24.59	5	6.9	0	-1	
272_121_528	GCGR	decoy	P47871	0.122	0.11	0.006	0.484	25.17	5	1.4	0	-1	
272_121_528	PTHR1	decoy	Q03431	0.173	0.167	0.005	0.425	25.89	5	1.7	0	-1	
272_121_528	ADRB2	decoy	P07550	0.118	0.101	0.014	0.647	29.33	5	4.5	0	-1	
272_121_528	DRD2	decoy	P14416	0.13	0.108	0.017	0.58	29.4	5	4.6	0	-1	
272_121_528	ITGAV	decoy	P06756	0.249	0.231	0.017	0.636	28.92	5	18.0	0	-1	
272_121_528	ITGB3	decoy	P05106	0.188	0.181	0.006	0.629	28.5	5	10.5	0	-1	
279_771_683	IL23R	receptor	Q5VWK5	0.389	0.37	0.012	0.682	22.5	5	3.5	0	-1	
279_771_683	EGFR	receptor	P00533	0.282	0.224	0.065	0.565	28.19	5	8.8	0	-1	
279_771_683	FPR1	receptor	P21462	0.21	0.2	0.017	0.703	25.44	5	3.6	0	-1	
279_771_683	FPR2	receptor	P25090	0.249	0.237	0.01	0.731	24.69	5	3.8	0	-1	
279_771_683	TLR2	receptor	O60603	0.269	0.251	0.012	0.823	25.03	5	7.4	0	-1	
279_771_683	IL10RA	receptor	Q13651	0.132	0.104	0.02	0.71	26.45	5	2.1	0	-1	
279_771_683	GLP1R	receptor	P43220	0.149	0.143	0.007	0.546	23.16	5	1.4	0	-1	
279_771_683	GPR35	receptor	Q9HC97	0.108	0.097	0.012	0.686	27.99	5	3.1	0	-1	
279_771_683	ITGA4	receptor	P13612	0.359	0.342	0.011	0.613	27.18	5	17.8	0	-1	
279_771_683	ITGB7	receptor	P26010	0.189	0.177	0.012	0.573	29.17	5	10.2	0	-1	
279_771_683	CCR6	receptor	P51684	0.135	0.11	0.017	0.653	28.04	5	4.0	0	-1	
279_771_683	TNFRSF1B	receptor	P20333	0.186	0.174	0.013	0.534	25.72	5	2.4	0	-1	
279_771_683	IL6R	receptor	P08887	0.252	0.244	0.007	0.666	25.21	5	3.5	0	-1	
279_771_683	CXCR4	receptor	P61073	0.108	0.089	0.015	0.656	28.7	5	3.7	0	-1	
279_771_683	IL7R	receptor	P16871	0.122	0.102	0.017	0.685	26.81	5	2.1	0	-1	
279_771_683	INSR	decoy	P06213	0.699	0.676	0.02	0.529	25.4	5	11.8	0	-1	
279_771_683	EPOR	decoy	P19235	0.19	0.174	0.017	0.732	24.38	5	2.2	0	-1	
279_771_683	GHR	decoy	P10912	0.215	0.208	0.008	0.652	24.71	5	2.4	0	-1	
279_771_683	LGR4	decoy	Q9BXB1	0.276	0.263	0.01	0.718	24.85	5	6.6	0	-1	
279_771_683	GCGR	decoy	P47871	0.17	0.142	0.016	0.539	21.88	5	1.4	0	-1	
279_771_683	PTHR1	decoy	Q03431	0.367	0.344	0.017	0.521	22.76	5	1.7	0	-1	
279_771_683	ADRB2	decoy	P07550	0.356	0.296	0.094	0.681	24.0	5	4.6	0	-1	
279_771_683	DRD2	decoy	P14416	0.202	0.147	0.04	0.567	27.7	5	5.0	0	-1	
279_771_683	ITGAV	decoy	P06756	0.401	0.359	0.036	0.644	25.95	5	15.9	0	-1	
279_771_683	ITGB3	decoy	P05106	0.302	0.171	0.067	0.613	28.76	5	10.2	0	-1	
279_993_455	IL23R	receptor	Q5VWK5	0.166	0.154	0.013	0.655	27.49	5	3.6	0	-1	
279_993_455	EGFR	receptor	P00533	0.265	0.214	0.051	0.556	27.54	5	8.4	0	-1	
279_993_455	FPR1	receptor	P21462	0.196	0.177	0.011	0.683	26.31	5	3.8	0	-1	
279_993_455	FPR2	receptor	P25090	0.248	0.233	0.01	0.722	25.4	5	3.7	0	-1	
279_993_455	TLR2	receptor	O60603	0.235	0.21	0.026	0.819	26.25	5	7.6	0	-1	
279_993_455	IL10RA	receptor	Q13651	0.09	0.087	0.003	0.706	27.93	5	2.1	0	-1	
279_993_455	GLP1R	receptor	P43220	0.563	0.55	0.013	0.565	22.35	5	1.4	0	-1	
279_993_455	GPR35	receptor	Q9HC97	0.138	0.11	0.023	0.684	27.42	5	3.0	0	-1	
279_993_455	ITGA4	receptor	P13612	0.288	0.258	0.025	0.605	28.25	5	16.8	0	-1	
279_993_455	ITGB7	receptor	P26010	0.216	0.198	0.017	0.588	28.74	5	10.7	0	-1	
279_993_455	CCR6	receptor	P51684	0.133	0.12	0.011	0.623	28.51	5	4.1	0	-1	
279_993_455	TNFRSF1B	receptor	P20333	0.15	0.135	0.011	0.529	27.3	5	2.3	0	-1	
279_993_455	IL6R	receptor	P08887	0.237	0.202	0.021	0.664	26.2	5	3.7	0	-1	
279_993_455	CXCR4	receptor	P61073	0.181	0.127	0.034	0.642	26.93	5	4.0	0	-1	
279_993_455	IL7R	receptor	P16871	0.189	0.182	0.01	0.705	25.95	5	2.2	0	-1	
279_993_455	INSR	decoy	P06213	0.161	0.144	0.013	0.515	29.79	5	11.2	0	-1	
279_993_455	EPOR	decoy	P19235	0.209	0.175	0.028	0.719	26.87	5	2.3	0	-1	
279_993_455	GHR	decoy	P10912	0.09	0.087	0.002	0.61	28.84	5	2.5	0	-1	
279_993_455	LGR4	decoy	Q9BXB1	0.26	0.231	0.025	0.731	25.57	5	6.8	0	-1	
279_993_455	GCGR	decoy	P47871	0.508	0.479	0.016	0.546	22.1	5	1.4	0	-1	
279_993_455	PTHR1	decoy	Q03431	0.164	0.145	0.019	0.421	25.83	5	1.7	0	-1	
279_993_455	ADRB2	decoy	P07550	0.144	0.117	0.021	0.632	28.48	5	4.5	0	-1	
279_993_455	DRD2	decoy	P14416	0.195	0.16	0.034	0.544	27.84	5	4.9	0	-1	
279_993_455	ITGAV	decoy	P06756	0.275	0.256	0.014	0.634	28.07	5	18.4	0	-1	
279_993_455	ITGB3	decoy	P05106	0.252	0.229	0.027	0.62	27.86	5	10.5	0	-1	
284_602_841	IL23R	receptor	Q5VWK5	0.231	0.178	0.048	0.661	25.96	5	3.6	0	-1	
284_602_841	EGFR	receptor	P00533	0.242	0.213	0.023	0.542	27.55	5	8.7	0	-1	
284_602_841	FPR1	receptor	P21462	0.122	0.097	0.015	0.661	27.73	5	3.6	0	-1	
