query	target	pident	alnlen	evalue	bits	taxid	species	desc	genus
078_038_456	A0A829W358	94.0	67	2.547e-31	126	1531	Enterocloster clostridioformis	tr|A0A829W358|A0A829W358_9FIRM Conjugal transfer protein OS=Enterocloster clostridioformis OX=1531 GN=Ccl03g_00670 PE=4 SV=1	Enterocloster
078_038_456	S0JJX9	91.4	70	2.547e-31	126	1235790	Eubacterium sp. 14-2	tr|S0JJX9|S0JJX9_9FIRM Conjugal transfer protein OS=Eubacterium sp. 14-2 OX=1235790 GN=C805_01404 PE=4 SV=1	Eubacterium
078_038_456	A0A1C6FQT5	91.4	70	2.547e-31	126	165186	uncultured Ruminococcus sp.	tr|A0A1C6FQT5|A0A1C6FQT5_9FIRM Conjugal transfer protein OS=uncultured Ruminococcus sp. OX=165186 GN=SAMEA3545354_00532 PE=4 SV=1	uncultured
078_038_456	A0A9X8T285	91.4	70	2.547e-31	126	119602	Streptococcus dysgalactiae subsp. equisimilis	tr|A0A9X8T285|A0A9X8T285_STREQ Conjugal transfer protein OS=Streptococcus dysgalactiae subsp. equisimilis OX=119602 GN=NCTC11564_00577 PE=4 SV=1	Streptococcus
078_038_456	A0A7X3MHQ5	88.5	70	3.4960000000000004e-31	125	2681861	Sporofaciens musculi	tr|A0A7X3MHQ5|A0A7X3MHQ5_9FIRM Conjugal transfer protein OS=Sporofaciens musculi OX=2681861 GN=GN277_15055 PE=4 SV=1	Sporofaciens
078_038_456	A0A174FH43	91.4	70	3.4960000000000004e-31	125	410072	Coprococcus comes	tr|A0A174FH43|A0A174FH43_9FIRM Conjugal transfer protein OS=Coprococcus comes OX=410072 GN=ERS852481_02204 PE=4 SV=1	Coprococcus
078_038_456	A0A174R2S9	90.0	70	3.4960000000000004e-31	125	88431	Dorea longicatena	tr|A0A174R2S9|A0A174R2S9_9FIRM Conjugal transfer protein OS=Dorea longicatena OX=88431 GN=ERS852526_01952 PE=4 SV=1	Dorea
078_038_456	A0A174Q326	90.0	70	3.4960000000000004e-31	125	40520	Blautia obeum	tr|A0A174Q326|A0A174Q326_9FIRM Conjugal transfer protein OS=Blautia obeum OX=40520 GN=ERS852533_02112 PE=4 SV=1	Blautia
078_038_456	A0A3R5WPR9	90.0	70	3.4960000000000004e-31	125	33043	Coprococcus eutactus	tr|A0A3R5WPR9|A0A3R5WPR9_9FIRM Conjugal transfer protein OS=Coprococcus eutactus OX=33043 GN=DWX94_14645 PE=4 SV=1	Coprococcus
078_038_456	A0A415SB39	90.0	70	4.799e-31	125	33038	Mediterraneibacter gnavus	tr|A0A415SB39|A0A415SB39_MEDGN Conjugal transfer protein OS=Mediterraneibacter gnavus OX=33038 GN=DWZ50_06340 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A1C5LDQ4	88.5	70	4.799e-31	125	59620	uncultured Clostridium sp.	tr|A0A1C5LDQ4|A0A1C5LDQ4_9CLOT Conjugal transfer protein OS=uncultured Clostridium sp. OX=59620 GN=SAMEA2393091_00327 PE=4 SV=1	uncultured
078_038_456	A0A9X8RN23	90.0	70	4.799e-31	125	1496	Clostridioides difficile	tr|A0A9X8RN23|A0A9X8RN23_CLODI Conjugative transposon protein OS=Clostridioides difficile OX=1496 GN=KRM00_004166 PE=4 SV=1	Clostridioides
078_038_456	A0A829Z9C9	89.8	69	6.589e-31	124	69824	Thomasclavelia cocleata	tr|A0A829Z9C9|A0A829Z9C9_9FIRM Conjugal transfer protein OS=Thomasclavelia cocleata OX=69824 GN=IMSAGC017_01041 PE=4 SV=1	Thomasclavelia
078_038_456	A0A1I0HKJ2	90.0	70	6.589e-31	124	69824	Thomasclavelia cocleata	tr|A0A1I0HKJ2|A0A1I0HKJ2_9FIRM Sporulation initiation factor Spo0A C terminal OS=Thomasclavelia cocleata OX=69824 GN=SAMN04489758_15223 PE=4 SV=1	Thomasclavelia
078_038_456	A0AAE6YT07	90.0	70	6.589e-31	124	315405	Streptococcus gallolyticus	tr|A0AAE6YT07|A0AAE6YT07_9STRE Conjugal transfer protein OS=Streptococcus gallolyticus OX=315405 GN=FOB74_07690 PE=4 SV=1	Streptococcus
078_038_456	E0PDN1	90.0	70	6.589e-31	124	864569	Streptococcus equinus ATCC 700338	tr|E0PDN1|E0PDN1_STREI Conjugal transfer protein OS=Streptococcus equinus ATCC 700338 OX=864569 GN=HMPREF9319_0954 PE=4 SV=1	Streptococcus
078_038_456	C7GAQ6	91.4	70	9.045e-31	124	536231	Roseburia intestinalis L1-82	tr|C7GAQ6|C7GAQ6_9FIRM Conjugal transfer protein OS=Roseburia intestinalis L1-82 OX=536231 GN=RIL182_00107 PE=4 SV=1	Roseburia
078_038_456	A0A417HVU5	93.9	66	1.242e-30	124	2292972	Blautia sp. AM28-10	tr|A0A417HVU5|A0A417HVU5_9FIRM Conjugal transfer protein (Fragment) OS=Blautia sp. AM28-10 OX=2292972 GN=DW731_17690 PE=4 SV=1	Blautia
078_038_456	A0A1Q6ST44	93.9	66	1.705e-30	123	1897016	Roseburia sp. CAG:10041_57	tr|A0A1Q6ST44|A0A1Q6ST44_9FIRM Conjugal transfer protein (Fragment) OS=Roseburia sp. CAG:10041_57 OX=1897016 GN=BHW48_05710 PE=4 SV=1	Roseburia
078_038_456	A0AA91C4H5	87.1	70	1.705e-30	123	2726452	Faecalibacillus sp. H12	tr|A0AA91C4H5|A0AA91C4H5_9FIRM Conjugal transfer protein OS=Faecalibacillus sp. H12 OX=2726452 GN=HUU89_01000 PE=4 SV=1	Faecalibacillus
078_038_456	A0A174TJR8	92.5	67	1.705e-30	123	418240	Blautia wexlerae	tr|A0A174TJR8|A0A174TJR8_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=ERS852523_03966 PE=4 SV=1	Blautia
078_038_456	A0AAW5CN27	92.5	67	1.705e-30	123	1737424	Blautia massiliensis (ex Durand et al. 2017)	tr|A0AAW5CN27|A0AAW5CN27_9FIRM Uncharacterized protein OS=Blautia massiliensis (ex Durand et al. 2017) OX=1737424 GN=L0P48_07625 PE=4 SV=1	Blautia
078_038_456	A0AB37KHK1	88.5	70	3.213e-30	123	2291994	Absiella sp. AM09-50	tr|A0AB37KHK1|A0AB37KHK1_9FIRM Uncharacterized protein OS=Absiella sp. AM09-50 OX=2291994 GN=DW114_13265 PE=4 SV=1	Absiella
078_038_456	A0A411ZJ49	88.5	70	3.213e-30	123	40520	Blautia obeum	tr|A0A411ZJ49|A0A411ZJ49_9FIRM Conjugal transfer protein OS=Blautia obeum OX=40520 GN=DWZ12_14435 PE=4 SV=1	Blautia
078_038_456	F3ARU7	88.5	70	3.213e-30	123	665950	Lachnospiraceae bacterium 3_1_46FAA	tr|F3ARU7|F3ARU7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium 3_1_46FAA OX=665950 GN=HMPREF1025_00451 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A1C5UDP1	88.5	70	3.213e-30	123	165185	uncultured Eubacterium sp.	tr|A0A1C5UDP1|A0A1C5UDP1_9FIRM Conjugal transfer protein OS=uncultured Eubacterium sp. OX=165185 GN=SAMEA3545253_02104 PE=4 SV=1	uncultured
078_038_456	A0AAW6DMW2	88.5	70	3.213e-30	123	33038	Mediterraneibacter gnavus	tr|A0AAW6DMW2|A0AAW6DMW2_MEDGN Uncharacterized protein OS=Mediterraneibacter gnavus OX=33038 GN=PNW85_17100 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A6L8S071	90.0	70	3.213e-30	123	88431	Dorea longicatena	tr|A0A6L8S071|A0A6L8S071_9FIRM Conjugal transfer protein OS=Dorea longicatena OX=88431 GN=GT528_08825 PE=4 SV=1	Dorea
078_038_456	A0AAW6YGF0	88.5	70	4.411e-30	122	197614	Streptococcus pasteurianus	tr|A0AAW6YGF0|A0AAW6YGF0_9STRE Uncharacterized protein OS=Streptococcus pasteurianus OX=197614 GN=QP487_03525 PE=4 SV=1	Streptococcus
078_038_456	A0A2I1YJC1	88.5	70	4.411e-30	122	59310	Streptococcus macedonicus	tr|A0A2I1YJC1|A0A2I1YJC1_STRMC Conjugal transfer protein OS=Streptococcus macedonicus OX=59310 GN=CYK21_02665 PE=4 SV=1	Streptococcus
078_038_456	A0AAV5B7U4	89.5	67	1.567e-29	121	2894072	Erysipelotrichaceae bacterium OPF54	tr|A0AAV5B7U4|A0AAV5B7U4_9FIRM Uncharacterized protein OS=Erysipelotrichaceae bacterium OPF54 OX=2894072 GN=EROP_01660 PE=4 SV=1	Erysipelotrichaceae
078_038_456	A0A7G9GKC7	91.0	67	2.151e-29	120	2764325	[Eubacterium] hominis	tr|A0A7G9GKC7|A0A7G9GKC7_9FIRM Conjugal transfer protein OS=[Eubacterium] hominis OX=2764325 GN=H9Q80_13455 PE=4 SV=1	[Eubacterium]
078_038_456	A0A414B4E3	91.0	67	2.151e-29	120	39488	Anaerobutyricum hallii	tr|A0A414B4E3|A0A414B4E3_9FIRM Conjugal transfer protein OS=Anaerobutyricum hallii OX=39488 GN=DW833_10005 PE=4 SV=1	Anaerobutyricum
078_038_456	A0A3E4UUB5	91.0	67	2.151e-29	120	33038	Mediterraneibacter gnavus	tr|A0A3E4UUB5|A0A3E4UUB5_MEDGN Conjugal transfer protein OS=Mediterraneibacter gnavus OX=33038 GN=DXC31_17570 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A3E2W310	91.0	67	2.151e-29	120	1522	[Clostridium] innocuum	tr|A0A3E2W310|A0A3E2W310_CLOIN Conjugal transfer protein OS=Clostridium innocuum OX=1522 GN=DXA38_03280 PE=4 SV=1	[Clostridium]
078_038_456	A0A413Q996	91.0	67	2.151e-29	120	39491	Agathobacter rectalis	tr|A0A413Q996|A0A413Q996_9FIRM Conjugal transfer protein OS=Agathobacter rectalis OX=39491 GN=DW967_02905 PE=4 SV=1	Agathobacter
078_038_456	A0A412MAZ4	91.0	67	2.151e-29	120	39486	Dorea formicigenerans	tr|A0A412MAZ4|A0A412MAZ4_9FIRM Conjugal transfer protein OS=Dorea formicigenerans OX=39486 GN=DWX53_15190 PE=4 SV=1	Dorea
078_038_456	A0A9W6FDC6	91.0	67	2.151e-29	120	2994035	Sellimonas catena	tr|A0A9W6FDC6|A0A9W6FDC6_9FIRM Conjugal transfer protein OS=Sellimonas catena OX=2994035 GN=Selli1_25970 PE=4 SV=1	Sellimonas
078_038_456	A0A396FK51	90.0	70	5.566e-29	119	39491	Agathobacter rectalis	tr|A0A396FK51|A0A396FK51_9FIRM Conjugal transfer protein OS=Agathobacter rectalis OX=39491 GN=DW001_14040 PE=4 SV=1	Agathobacter
078_038_456	A0A174DG89	90.0	70	5.566e-29	119	418240	Blautia wexlerae	tr|A0A174DG89|A0A174DG89_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=ERS852478_02244 PE=4 SV=1	Blautia
078_038_456	A0A4R3T909	84.2	70	7.642e-29	119	1796635	Longicatena caecimuris	tr|A0A4R3T909|A0A4R3T909_9FIRM Sporulation initiation factor Spo0A-like protein OS=Longicatena caecimuris OX=1796635 GN=EDD61_11443 PE=4 SV=1	Longicatena
078_038_456	A0A174HDH9	88.0	67	1.049e-28	118	418240	Blautia wexlerae	tr|A0A174HDH9|A0A174HDH9_9FIRM Integrase OS=Blautia wexlerae OX=418240 GN=Int-Tn_11 PE=4 SV=1	Blautia
078_038_456	A0A174GWX8	88.0	67	1.049e-28	118	40520	Blautia obeum	tr|A0A174GWX8|A0A174GWX8_9FIRM Integrase OS=Blautia obeum OX=40520 GN=Int-Tn_8 PE=4 SV=1	Blautia
078_038_456	A0A1C5KSJ9	88.0	67	1.049e-28	118	765821	uncultured Blautia sp.	tr|A0A1C5KSJ9|A0A1C5KSJ9_9FIRM Integrase OS=uncultured Blautia sp. OX=765821 GN=Int-Tn_1 PE=4 SV=1	uncultured
078_038_456	A0AAP9MHF3	87.1	70	1.4400000000000001e-28	118	1522	[Clostridium] innocuum	tr|A0AAP9MHF3|A0AAP9MHF3_CLOIN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Clostridium innocuum OX=1522 GN=G4D54_20540 PE=4 SV=1	[Clostridium]
078_038_456	N9WWE1	87.1	70	1.4400000000000001e-28	118	999413	[Clostridium] innocuum 2959	tr|N9WWE1|N9WWE1_CLOIN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=[Clostridium] innocuum 2959 OX=999413 GN=HMPREF1094_00394 PE=4 SV=1	[Clostridium]
078_038_456	G1VRI0	87.1	70	1.4400000000000001e-28	118	457422	Erysipelotrichaceae bacterium 2_2_44A	tr|G1VRI0|G1VRI0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Erysipelotrichaceae bacterium 2_2_44A OX=457422 GN=HMPREF9022_02611 PE=4 SV=1	Erysipelotrichaceae
078_038_456	A0AB36B8X7	80.0	70	1.819e-27	115	1522	[Clostridium] innocuum	tr|A0AB36B8X7|A0AB36B8X7_CLOIN Uncharacterized protein OS=Clostridium innocuum OX=1522 GN=GT664_11565 PE=4 SV=1	[Clostridium]
078_038_456	A0A292RYV1	95.0	61	3.428e-27	114	1916220	Candidatus Gastranaerophilales bacterium HUM_17	tr|A0A292RYV1|A0A292RYV1_9BACT Conjugal transfer protein (Fragment) OS=Candidatus Gastranaerophilales bacterium HUM_17 OX=1916220 GN=CPT97_10130 PE=4 SV=1	Candidatus
078_038_456	A0A1C5WVH8	88.0	67	4.707e-27	113	512314	uncultured Roseburia sp.	tr|A0A1C5WVH8|A0A1C5WVH8_9FIRM Conjugal transfer protein OS=uncultured Roseburia sp. OX=512314 GN=SAMEA3545351_00678 PE=4 SV=1	uncultured
078_038_456	A0A6N2TVI7	87.8	66	6.463e-27	113	29361	[Clostridium] nexile	tr|A0A6N2TVI7|A0A6N2TVI7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=[Clostridium] nexile OX=29361 GN=CNLFYP112_00490 PE=4 SV=1	[Clostridium]
078_038_456	A0A564UWP2	81.4	70	8.874e-27	113	88431	Dorea longicatena	tr|A0A564UWP2|A0A564UWP2_9FIRM Uncharacterized protein OS=Dorea longicatena OX=88431 GN=DLSSTS7063_03364 PE=4 SV=1	Dorea
078_038_456	A0A1Y4QH89	77.1	70	2.2970000000000002e-26	111	1965566	Erysipelatoclostridium sp. An15	tr|A0A1Y4QH89|A0A1Y4QH89_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Erysipelatoclostridium sp. An15 OX=1965566 GN=B5E92_13725 PE=4 SV=1	Erysipelatoclostridium
078_038_456	A0A415U9I3	94.8	58	2.2970000000000002e-26	111	39486	Dorea formicigenerans	tr|A0A415U9I3|A0A415U9I3_9FIRM Conjugal transfer protein OS=Dorea formicigenerans OX=39486 GN=DWZ24_12060 PE=4 SV=1	Dorea
078_038_456	A0A3A9FKK7	77.1	70	2.2970000000000002e-26	111	2320110	bacterium 1XD42-54	tr|A0A3A9FKK7|A0A3A9FKK7_UNCXX Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=bacterium 1XD42-54 OX=2320110 GN=D7Y05_09220 PE=4 SV=1	bacterium
078_038_456	A0A3A9FJ93	78.5	70	3.1540000000000004e-26	111	2320102	bacterium 1XD42-8	tr|A0A3A9FJ93|A0A3A9FJ93_UNCXX Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=bacterium 1XD42-8 OX=2320102 GN=D7X25_23100 PE=4 SV=1	bacterium
078_038_456	A0A4P9E908	77.1	70	1.121e-25	109	2479767	Blautia sp. SC05B48	tr|A0A4P9E908|A0A4P9E908_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia sp. SC05B48 OX=2479767 GN=EYS05_01710 PE=4 SV=1	Blautia
078_038_456	A0A2T3G1D8	77.1	70	1.121e-25	109	1982628	Faecalibacillus faecis	tr|A0A2T3G1D8|A0A2T3G1D8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Faecalibacillus faecis OX=1982628 GN=C7U55_04185 PE=4 SV=1	Faecalibacillus
078_038_456	A0A7U9NDJ8	77.1	70	1.121e-25	109	1898203	Lachnospiraceae bacterium	tr|A0A7U9NDJ8|A0A7U9NDJ8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium OX=1898203 GN=IMSAGC007_01125 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A173UTW8	77.1	70	1.121e-25	109	410072	Coprococcus comes	tr|A0A173UTW8|A0A173UTW8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Coprococcus comes OX=410072 GN=ERS852574_03190 PE=4 SV=1	Coprococcus
078_038_456	A0AAP7AVN3	77.1	70	1.121e-25	109	88431	Dorea longicatena	tr|A0AAP7AVN3|A0AAP7AVN3_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea longicatena OX=88431 GN=G4332_07780 PE=4 SV=1	Dorea
078_038_456	A0A2N5P173	77.1	70	1.121e-25	109	33038	Mediterraneibacter gnavus	tr|A0A2N5P173|A0A2N5P173_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=CDL26_15715 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A395VB04	77.1	70	1.121e-25	109	301301	Roseburia hominis	tr|A0A395VB04|A0A395VB04_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Roseburia hominis OX=301301 GN=DWX93_08770 PE=4 SV=1	Roseburia
078_038_456	A0A2N5PJM8	77.1	70	1.539e-25	109	33038	Mediterraneibacter gnavus	tr|A0A2N5PJM8|A0A2N5PJM8_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=CDL26_01265 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A396AD09	80.0	70	1.539e-25	109	360807	Roseburia inulinivorans	tr|A0A396AD09|A0A396AD09_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Roseburia inulinivorans OX=360807 GN=DW813_13370 PE=4 SV=1	Roseburia
078_038_456	A0A395UYZ3	78.5	70	2.902e-25	108	39491	Agathobacter rectalis	tr|A0A395UYZ3|A0A395UYZ3_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Agathobacter rectalis OX=39491 GN=DWY38_06705 PE=4 SV=1	Agathobacter
078_038_456	A0A373NTB2	78.5	70	2.902e-25	108	2293174	Ruminococcus sp. AF31-8BH	tr|A0A373NTB2|A0A373NTB2_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Ruminococcus sp. AF31-8BH OX=2293174 GN=DWZ38_01625 PE=4 SV=1	Ruminococcus
078_038_456	A0A174SY02	78.5	70	2.902e-25	108	418240	Blautia wexlerae	tr|A0A174SY02|A0A174SY02_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia wexlerae OX=418240 GN=ERS852523_03580 PE=4 SV=1	Blautia
078_038_456	A0A373J428	78.5	70	2.902e-25	108	2292890	Firmicutes bacterium AM10-47	tr|A0A373J428|A0A373J428_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Firmicutes bacterium AM10-47 OX=2292890 GN=DW128_08280 PE=4 SV=1	Firmicutes
078_038_456	A0A416JXB5	78.5	70	2.902e-25	108	2292271	Lachnospiraceae bacterium AM48-27BH	tr|A0A416JXB5|A0A416JXB5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium AM48-27BH OX=2292271 GN=DW974_04875 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A143XRF0	75.7	70	7.514000000000001e-25	107	1780380	Eubacteriaceae bacterium CHKCI004	tr|A0A143XRF0|A0A143XRF0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Eubacteriaceae bacterium CHKCI004 OX=1780380 GN=BN3660_01591 PE=4 SV=1	Eubacteriaceae
078_038_456	A0A174Z131	78.5	70	1.032e-24	107	33039	[Ruminococcus] torques	tr|A0A174Z131|A0A174Z131_9FIRM Conjugal transfer protein OS=[Ruminococcus] torques OX=33039 GN=ERS852502_00215 PE=4 SV=1	[Ruminococcus]
078_038_456	A0A173UPG8	78.5	70	1.032e-24	107	88431	Dorea longicatena	tr|A0A173UPG8|A0A173UPG8_9FIRM Conjugal transfer protein OS=Dorea longicatena OX=88431 GN=ERS852573_02255 PE=4 SV=1	Dorea
078_038_456	A0AAW4VM19	78.5	70	1.032e-24	107	1982626	Faecalibacillus intestinalis	tr|A0AAW4VM19|A0AAW4VM19_9FIRM Uncharacterized protein OS=Faecalibacillus intestinalis OX=1982626 GN=LJD74_12150 PE=4 SV=1	Faecalibacillus
078_038_456	A0A1C6EBZ7	78.5	70	1.032e-24	107	59620	uncultured Clostridium sp.	tr|A0A1C6EBZ7|A0A1C6EBZ7_9CLOT Uncharacterized protein OS=uncultured Clostridium sp. OX=59620 GN=SAMEA3545413_01162 PE=4 SV=1	uncultured
078_038_456	C7GC69	78.5	70	1.032e-24	107	536231	Roseburia intestinalis L1-82	tr|C7GC69|C7GC69_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Roseburia intestinalis L1-82 OX=536231 GN=RIL182_02311 PE=4 SV=1	Roseburia
078_038_456	A0AAW6DNB4	78.5	70	1.032e-24	107	33038	Mediterraneibacter gnavus	tr|A0AAW6DNB4|A0AAW6DNB4_MEDGN Uncharacterized protein OS=Mediterraneibacter gnavus OX=33038 GN=PNW85_15630 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A354D584	78.5	70	1.032e-24	107	1898203	Lachnospiraceae bacterium	tr|A0A354D584|A0A354D584_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium OX=1898203 GN=DDY23_07720 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A413T971	78.5	70	1.032e-24	107	39496	Eubacterium ventriosum	tr|A0A413T971|A0A413T971_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Eubacterium ventriosum OX=39496 GN=DW918_02170 PE=4 SV=1	Eubacterium
078_038_456	A0A396P3M0	75.7	70	1.417e-24	106	2292990	Blautia sp. TM10-2	tr|A0A396P3M0|A0A396P3M0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia sp. TM10-2 OX=2292990 GN=DXD92_13600 PE=4 SV=1	Blautia
078_038_456	A0A414LWJ0	75.7	70	1.417e-24	106	360807	Roseburia inulinivorans	tr|A0A414LWJ0|A0A414LWJ0_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Roseburia inulinivorans OX=360807 GN=DW707_04725 PE=4 SV=1	Roseburia
078_038_456	A0A413TVF7	75.7	70	1.417e-24	106	39491	Agathobacter rectalis	tr|A0A413TVF7|A0A413TVF7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Agathobacter rectalis OX=39491 GN=DW912_14960 PE=4 SV=1	Agathobacter
078_038_456	A0A414UU22	75.7	70	1.417e-24	106	33038	Mediterraneibacter gnavus	tr|A0A414UU22|A0A414UU22_MEDGN Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Mediterraneibacter gnavus OX=33038 GN=DW243_11635 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A395WAQ2	75.7	70	1.417e-24	106	1735	Holdemanella biformis	tr|A0A395WAQ2|A0A395WAQ2_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Holdemanella biformis OX=1735 GN=DWW32_02490 PE=4 SV=1	Holdemanella
078_038_456	A0A1Y4QJ91	75.7	70	2.6719999999999998e-24	106	29348	Thomasclavelia spiroformis	tr|A0A1Y4QJ91|A0A1Y4QJ91_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Thomasclavelia spiroformis OX=29348 GN=B5E91_07145 PE=4 SV=1	Thomasclavelia
078_038_456	U2RGE9	89.4	57	3.669e-24	105	1256908	Eubacterium ramulus ATCC 29099	tr|U2RGE9|U2RGE9_EUBRA Toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein OS=Eubacterium ramulus ATCC 29099 OX=1256908 GN=HMPREF0373_00064 PE=4 SV=1	Eubacterium
078_038_456	A0A413U3L8	77.1	70	3.669e-24	105	360807	Roseburia inulinivorans	tr|A0A413U3L8|A0A413U3L8_9FIRM Conjugal transfer protein OS=Roseburia inulinivorans OX=360807 GN=DW914_01265 PE=4 SV=1	Roseburia
078_038_456	A0A173UVM1	77.1	70	3.669e-24	105	410072	Coprococcus comes	tr|A0A173UVM1|A0A173UVM1_9FIRM Conjugal transfer protein OS=Coprococcus comes OX=410072 GN=ERS852574_03223 PE=4 SV=1	Coprococcus
078_038_456	A0A1Y3Y6P5	72.4	69	5.038e-24	105	1965636	Blautia sp. An46	tr|A0A1Y3Y6P5|A0A1Y3Y6P5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia sp. An46 OX=1965636 GN=B5G00_13485 PE=4 SV=1	Blautia
078_038_456	A0A7I8E301	75.7	70	6.918e-24	104	1982626	Faecalibacillus intestinalis	tr|A0A7I8E301|A0A7I8E301_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Faecalibacillus intestinalis OX=1982626 GN=Fi14EGH31_24080 PE=4 SV=1	Faecalibacillus
078_038_456	A0A412MCP5	75.7	70	6.918e-24	104	39486	Dorea formicigenerans	tr|A0A412MCP5|A0A412MCP5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DWX53_08890 PE=4 SV=1	Dorea
078_038_456	A0A1Y4L288	72.8	70	9.5e-24	104	1965575	Lachnoclostridium sp. An181	tr|A0A1Y4L288|A0A1Y4L288_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnoclostridium sp. An181 OX=1965575 GN=B5F18_11900 PE=4 SV=1	Lachnoclostridium
078_038_456	A0A6N3HEE3	72.8	70	9.5e-24	104	1512	[Clostridium] symbiosum	tr|A0A6N3HEE3|A0A6N3HEE3_CLOSY Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Clostridium symbiosum OX=1512 GN=CSLFYP84_03743 PE=4 SV=1	[Clostridium]
078_038_456	A0A844E043	78.5	70	1.3049999999999999e-23	104	39490	Eubacterium ramulus	tr|A0A844E043|A0A844E043_EUBRA Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Eubacterium ramulus OX=39490 GN=GKE72_13160 PE=4 SV=1	Eubacterium
078_038_456	A0A942WFI5	71.4	70	1.3049999999999999e-23	104	1898207	Clostridiales bacterium	tr|A0A942WFI5|A0A942WFI5_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Clostridiales bacterium OX=1898207 GN=KH027_08390 PE=4 SV=1	Clostridiales
078_038_456	A0A1C5YEK2	72.8	70	1.791e-23	103	512314	uncultured Roseburia sp.	tr|A0A1C5YEK2|A0A1C5YEK2_9FIRM Conjugal transfer protein OS=uncultured Roseburia sp. OX=512314 GN=SAMEA3545351_01062 PE=4 SV=1	uncultured
078_038_456	A0AAW6DL16	68.5	70	8.748999999999999e-23	101	33038	Mediterraneibacter gnavus	tr|A0AAW6DL16|A0AAW6DL16_MEDGN Uncharacterized protein OS=Mediterraneibacter gnavus OX=33038 GN=PNW85_18850 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A292SD10	94.4	54	1.1070000000000001e-21	98	1916219	Candidatus Gastranaerophilales bacterium HUM_19	tr|A0A292SD10|A0A292SD10_9BACT Uncharacterized protein (Fragment) OS=Candidatus Gastranaerophilales bacterium HUM_19 OX=1916219 GN=CPT98_03630 PE=4 SV=1	Candidatus
